id,abstract,data_split,pmid,pmcid,title,intervention_treatment,primary_outcome,primary_outcome_result,note
88,"ABSTRACT.PURPOSE.
Patients with glaucoma who do not keep their follow-up eye care appointments are at risk for developing more severe ocular disease. The primary aim of the current study was to evaluate whether the use of a patient navigator altered adherence to follow-up eye care appointments in community-versus office-based settings.

ABSTRACT.PATIENTS AND METHODS.
Patients diagnosed with a glaucoma-related condition following a comprehensive eye examination at 43 community sites in Philadelphia, PA, USA, were enrolled in this prospective, randomized, controlled trial. Patients were randomized into three groups for a 1-year period: Group 1 (G1) received follow-up eye care in a community-based setting with assistance from a patient navigator; Group 2 (G2) received follow-up eye care in an office-based setting with assistance from a patient navigator; and Group 3 (G3) received follow-up eye care in an office-based setting without a patient navigator (usual care). Adherence rates were compared among these three groups using a chi-squared test at a significance level of 0.05.

ABSTRACT.RESULTS.
A total of 155 patients with glaucoma-related diagnoses were enrolled. The mean age (±standard deviation) was 71.2 (±10.0) years. Patients were predominantly female (65.8%, n=102/155) and African-American (71.6%, n=111/155). The mean (±standard deviation) number of follow-up visits during the 1-year study period was 1.3 (±1.3) for G1, 1.6 (±1.3) for G2, and 1.3 (±1.1) for G3 (P=0.48). Appointment adherence, defined as attendance of ≥1 follow-up visit, was 69.8% (n=37/53) for G1, 82.5% (n=47/57) for G2, and 73.3% (n=33/45) for G3, (P=0.28). Sub-analysis of adherence rates for patients who attended ≥2 follow-up visits were 91.3% (n=21/23) for G1, 74.3% (n=26/35) for G2, and 66.7% (n=18/27) for G3, (P=0.11).

ABSTRACT.CONCLUSION.
Help from a patient navigator did not increase the likelihood of keeping ≥1 follow-up appointment in an office-based setting. Adherence rates for follow-up appointments reached close to 70% or above in a self-selected patient population.",TEST,27660423,5019463,"A randomized, controlled trial to test the effectiveness of a glaucoma patient navigator to improve appointment adherence.",,,,
89,"ABSTRACT.BACKGROUND.
Dexmedetomidine, a selective alpha-2 agonist, has sedative, analgesic, and anxiolytic effects without respiratory depression. Dexmedetomidine can cause a biphasic cardiovascular response, and induce transient hypertension. Hypotension is a common complication of spinal anesthesia. Decreasing anxiety of patients before procedure is important for high quality of procedure. This study aimed to compare the incidence of hypotension and patients' anxiety and comfort levels when dexmedetomidine was intravenously administered before and after spinal anesthesia.

ABSTRACT.METHODS.
Seventy-four patients with American Society of Anesthesiologists physical status classification I or II were randomly allocated into two groups. Spinal anesthesia was performed using 12 mg of 0.5% heavy bupivacaine. In Group A, 1 μg/kg of dexmedetomidine was intravenously administered for 10 min, followed by the maintenance infusion of dexmedetomidine 0.2 μg/kg/hr after 5 min of intrathecal bupivacaine injection. Patients in Group B received same dose of dexmedetomidine by intravenous administration before 5 min of intrathecal bupivacaine injection. Perioperative vital signs, anxiety (using the Spielberger's State-Trait Anxiety Inventory) and comfort (using the numerical rating scale) were evaluated.

ABSTRACT.RESULTS.
The incidence of hypotension was significantly lower in Group A (16.1%) than in Group B (48.4%) during infusion of dexmedetomidine (p = 0.01). The need for treatment of hypotension is higher in Group B than Group A (p = 0.02). The incidence of bradycardia and desaturation did not significantly differ between the two groups. There were no statistically significant differences regarding the patients' anxiety and comfort.

ABSTRACT.CONCLUSIONS.
Hypotension is more frequently occurred, and the treatment of hypotension is more needed in Group B. The intravenously administration of dexmedetomidine before spinal anesthesia has no advantages in hemodynamic status and patients' comfort compared to that after spinal anesthesia during lower limb surgery.

ABSTRACT.TRIAL REGISTRATION.
ClinicalTrials.gov number, NCT02155010. Retrospectively registered on May 22, 2014.",TEST,27871236,5117579,The timing of administration of intravenous dexmedetomidine during lower limb surgery: a randomized controlled trial.,,,,
90,"ABSTRACT.BACKGROUND:.
Maintenance monotherapy with the poly(ADP-ribose) polymerase inhibitor olaparib significantly prolongs progression-free survival over placebo in patients with platinum-sensitive relapsed serous ovarian cancer, with greatest benefit seen in patients with a BRCA1/2 mutation (BRCAm). Preservation of health-related quality of life (HRQoL) is important during maintenance therapy; we evaluated the effect of olaparib on HRQoL in this Phase II trial (NCT00753545, Study 19).

ABSTRACT.METHODS:.
Patients received olaparib 400 mg b.i.d. (capsules) or placebo until progression. Patient-reported HRQoL and disease-related symptoms were evaluated using the FACT-Ovarian (FACT-O) questionnaire (completed at baseline and every 28 days until progression), the FACT/NCCN Ovarian Symptom Index (FOSI) and the Trial Outcome Index (TOI). TOI of the FACT-O was the primary measure.

ABSTRACT.RESULTS:.
Overall, 265 women were randomised to maintenance olaparib (n=136) or placebo (n=129). Compliance for HRQoL assessment was high (∼80% over time). Most patients in both arms reported a best response of 'no change' on TOI (81%) and other HRQoL measures. There were no statistically significant differences in time to worsening or improvement rates of TOI, FOSI and FACT-O scores in the overall, BRCAm and germline BRCAm populations.

ABSTRACT.CONCLUSIONS:.
Maintenance treatment with olaparib was well tolerated and had no adverse impact on HRQoL in this study of patients with platinum-sensitive relapsed serous ovarian cancer who had responded to their most recent platinum-based therapy (partial or complete response). Interpretation of the HRQoL results in this population may differ from patients who have not responded to their most recent platinum-based therapy.",TEST,27824811,5129820,Quality of life during olaparib maintenance therapy in platinum-sensitive relapsed serous ovarian cancer.,,,,
91,"ABSTRACT.
Pain and urinary symptoms following colorectal cancer (CRC) surgery are frequent and carry a poor recovery. This study tested the effects of inhalation of Lavandula angustifolia Mill. (lavender) oil or linalyl acetate on pain relief and lower urinary tract symptoms (LUTS) following the removal of indwelling urinary catheters from patients after CRC surgery. This randomised control study recruited 66 subjects with indwelling urinary catheters after undergoing CRC surgery who later underwent catheter removal. Patients inhaled 1% lavender, 1% linalyl acetate, or vehicle (control group) for 20 minutes. Systolic and diastolic blood pressure (BP), heart rate, LUTS, and visual analog scales of pain magnitude and quality of life (QoL) regarding urinary symptoms were measured before and after inhalation. Systolic BP, diastolic BP, heart rate, LUTS, and QoL satisfaction with urinary symptoms were similar in the three groups. Significant differences in pain magnitude and urinary residual sense of indwelling catheters were observed among the three groups, with inhalation of linalyl acetate being significantly more effective than inhalation of lavender or vehicle. Inhalation of linalyl acetate is an effective nursing intervention to relieve pain and urinary residual sense of indwelling urinary catheters following their removal from patients who underwent CRC surgery.",TEST,28154606,5244020,Lavandula angustifolia Mill. Oil and Its Active Constituent Linalyl Acetate Alleviate Pain and Urinary Residual Sense after Colorectal Cancer Surgery: A Randomised Controlled Trial.,,,,
92,"ABSTRACT.BACKGROUND.
Physical activity (PA) prevents chronic diseases. Self-determination theory (SDT) provides a useful framework to understand the nature of motivational interviewing (MI).

ABSTRACT.OBJECTIVE.
This study aimed to determine the effect of MI-based intervention using SDT on the promotion of PA among women in reproductive age.

ABSTRACT.METHODS.
Seventy women in reproductive age were selected by clustering sampling method for this randomized controlled trial. The questionnaire included the variables of physical fitness test, SDT, and global physical activity questionnaire (GPAQ). The validity of the questionnaires was approved using content validity ratio (CVR) and index (CVI). The reliability and internal consistency of the questionnaires and measures was approved using test-retest method and Cronbach's alpha test, respectively. The intervention group (n=35) received four MI sessions through theory and one standard education session about PA. The control group (n=35) received a standard education session about PA.

ABSTRACT.RESULTS.
Four months after the intervention, an increase in the mean scores of total PA (p&lt;0.001, ES=4.77), physical fitness tests including flexibility (p&lt;0.001, ES=1.59), muscular endurance (p&lt;0.001, ES=2.0), cardiorespiratory endurance (p&lt;0.001, ES=0.51), and a decrease in mean scores of agility test (p&lt;0.001, ES= − 0.51) and sedentary behavior (p&lt;0.01, ES=− 0.74) was observed in the intervention group compared to the control group. The intervention group reported an increase in the scores of intrinsic motivation (p&lt;0.001, ES=3.34), identified regulation (p&lt;0.001, ES= 1.28), perceptions of competence (p&lt;0.001, ES=0.81) and autonomy (p&lt;0.001, ES=2.01), enjoyment (p&lt;0.001, ES=0.98) and health motives (p&lt;0.01, ES=0.19), health care climate (p&lt;0.001, ES=4.6), and a decreased score of external regulation (p&lt;0.01, ES=−0.55) and amotivation (p&lt;0.01, ES= −0.56) over time, compared to the control group.

ABSTRACT.CONCLUSION.
MI-based intervention using SDT was effective on the promotion of PA.

ABSTRACT.TRIAL REGISTRATION.
The Trial was registered at the Iranian Registry of Clinical Trial (http://www.irct.ir) with the Irct ID: IRCT2015101924592N1.",TEST,28713522,5498715,The effect of motivational interviewing-based intervention using self-determination theory on promotion of physical activity among women in reproductive age: A randomized clinical trial.,,,,
93,"ABSTRACT.BACKGROUND.
Cholecystectomy can be associated with considerable postoperative pain. While the benefits of paravertebral block (PVB) on pain after thoracotomy and mastectomy have been demonstrated, not enough investigations on the effects of PVB on pain after open cholecystectomy have been conducted. We tested the hypothesis that a single-injection thoracic PVB reduces pain scores, decreases opioid consumption, and prolongs analgesic request time after cholecystectomy.

ABSTRACT.METHODS.
Of 52 patients recruited, 50 completed the study. They were randomly allocated into two groups: the paravertebral group and the control group. The outcome measures were the severity of pain measured on numeric pain rating scale, total opioid consumption, and first analgesic request time during the first postoperative 24 hours.

ABSTRACT.RESULT.
The main outcomes recorded during 24 hours after surgery were Numerical Rating Scale (NRS) pain scores (NRS, 0–10), cumulative opioid consumption, and the first analgesic request time. Twenty four hours after surgery, NRS at rest was 4 (3–6) vs 5 (5–7) and at movement 4 (4–7) vs 6 (5–7.5) for the PVB and control groups, respectively. The difference between the groups over the whole observation period was statistically significant (P&lt;0.05). Twenty-four hours after surgery, median (25th–75th percentile) cumulative morphine consumption was 0 (0–2) vs 2.5 (2–4) mg (P&lt;0.0001) and cumulative tramadol consumption was 200 (150–250) mg vs 300 (200–350) mg in the paravertebral and in the control group, respectively (P=0.003). After surgery, the median (25th–75th percentile) first analgesic requirement time was prolonged in the PVB group in statistically significant fashion (P&lt;0.0001).

ABSTRACT.CONCLUSION AND RECOMMENDATIONS.
Single-shot thoracic PVB as a component of multi-modal analgesic regimen provided superior analgesia when compared with the control group up to 24 postoperative hours after cholecystectomy, and we recommend this block for post cholecystectomy pain relief.",TEST,28744155,5513842,Efficacy of single-injection unilateral thoracic paravertebral block for post open cholecystectomy pain relief: a prospective randomized study at Gondar University Hospital.,,,,
94,"ABSTRACT.OBJECTIVE.
We compared the haemodynamic effects of riociguat in patients with inoperable chronic thromboembolic pulmonary hypertension (CTEPH) or persistent/recurrent CTEPH after pulmonary endarterectomy in the Chronic Thromboembolic Pulmonary Hypertension Soluble Guanylate Cyclase–Stimulator Trial 1 study.

ABSTRACT.METHODS.
Patients with inoperable or persistent/recurrent CTEPH (n=261; mean± SD age 59±14 years; 66% women) were randomised to riociguat (up to 2.5 mg three times daily) or placebo. Haemodynamic parameters were assessed at baseline and week 16.

ABSTRACT.RESULTS.
Riociguat decreased pulmonary vascular resistance (PVR) in inoperable (n=189; least-squares mean difference: −285 dyn s/cm5 (95% CI −357 to −213); p&lt;0.0001) and persistent/recurrent (n=72; −131 dyn s/cm5 (95% CI −214 to −48); p=0.0025) patients. Cardiac index improved in inoperable patients by a least-squares mean difference of +0.6 L/min/m2 (95% CI 0.4 to 0.7; p&lt;0.0001), while in persistent/recurrent patients the change was +0.2 L/min/m2 (95% CI −0.1 to 0.5; p=0.17). Mean pulmonary artery pressure decreased in inoperable and persistent/recurrent patients(−4.7 mm Hg (95% CI −6.9 to −2.6; p&lt;0.0001 and −4.8 mm Hg (–8.2 to −1.5; p=0.0055), respectively). For all patients, changes in 6 min walk distance correlated with changes in PVR (r=−0.29 (95% CI −0.41 to −0.17); p&lt;0.0001) and cardiac index (r=0.23 (95% CI 0.10 to 0.35); p=0.0004).

ABSTRACT.CONCLUSIONS.
Riociguat improved haemodynamics in patients with inoperable CTEPH or persistent/recurrent CTEPH.

ABSTRACT.TRIAL REGISTRATION NUMBER.
NCT00855465.",TEST,28011757,5529957,Haemodynamic effects of riociguat in inoperable/recurrent chronic thromboembolic pulmonary hypertension.,,,,
95,"ABSTRACT.BACKGROUND.
Psychostimulants are considered first-line pharmacotherapy for youth with attention-deficit/hyperactivity disorder (ADHD), but questions remain regarding the comparative efficacy of amphetamine- and methylphenidate-based agents.

ABSTRACT.OBJECTIVE.
Our objective was to describe two acute randomized, double-blind, placebo-controlled, head-to-head studies of lisdexamfetamine dimesylate (LDX) and osmotic-release oral system methylphenidate (OROS-MPH) in adolescents with ADHD.

ABSTRACT.METHODS.
Adolescents (13–17 years) diagnosed with ADHD according to Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition, Text Revision (DSM-IV-TR) criteria were enrolled in an 8-week flexible-dose study [LDX 30–70 mg/day (n = 186 randomized); OROS-MPH 18–72 mg/day (n = 185 randomized); placebo (n = 93 randomized)] or a 6-week forced-dose study [LDX 70 mg/day (n = 219 randomized); OROS-MPH 72 mg/day (n = 220 randomized); placebo (n = 110 randomized)]. Attention-Deficit/Hyperactivity Disorder Rating Scale IV (ADHD-RS-IV) total score changes from baseline (primary endpoint) at week 8 (flexible-dose study) or week 6 (forced-dose study) were assessed with mixed-effects models for repeated measures. Secondary endpoints included improvement on the dichotomized Clinical Global Impressions–Improvement scale (CGI-I; key secondary endpoint) and changes from baseline on the ADHD-RS-IV subscales. Safety assessments included treatment-emergent adverse events (TEAEs) and vital signs.

ABSTRACT.RESULTS.
Least squares (LS) mean ± standard error of the mean (SEM) ADHD-RS-IV total score changes from baseline to end of treatment were −17.0 ± 1.03 with placebo, −25.4 ± 0.74 with LDX, and −22.1 ± 0.73 with OROS-MPH in the forced-dose study and −13.4 ± 1.19 with placebo, −25.6 ± 0.82 with LDX, and −23.5 ± 0.80 with OROS-MPH in the flexible-dose study. LS mean ± SEM treatment difference for the change from baseline significantly favored LDX over OROS-MPH in the forced-dose [−3.4 ± 1.04, p = 0.0013, effect size (ES) −0.33] but not the flexible-dose (−2.1 ± 1.15, p = 0.0717, ES −0.20) study. The percentage of improved participants on the dichotomized CGI-I at end of treatment was significantly greater with LDX than with OROS-MPH in the forced-dose study (81.4 vs. 71.3%, p = 0.0188) but not the flexible-dose study (LDX 83.1%, OROS-MPH 81.0%, p = 0.6165). The LS mean ± SEM treatment differences for change from baseline on the ADHD-RS-IV hyperactivity/impulsivity and inattentiveness subscales nominally favored LDX in the forced-dose study (hyperactivity/impulsivity subscale −1.3 ± 0.49, nominal p = 0.0081, ES −0.27; inattentiveness subscale −2.0 ± 0.63, nominal p = 0.0013, ES −0.33), but there were no significant differences between active treatments in the flexible-dose study. In both studies, LDX and OROS-MPH were superior to placebo for all efficacy-related endpoints (all nominal p &lt; 0.0001; ES range −0.43 to −1.16). The overall frequency of TEAEs for LDX and OROS-MPH, respectively, were 66.5 and 58.9% in the forced-dose study and 83.2 and 82.1% in the flexible-dose study. TEAEs occurring in ≥ 5% of participants that were also reported at two or more times the rate of placebo were decreased appetite, decreased weight, insomnia, initial insomnia, dry mouth, and nasopharyngitis (LDX and OROS-MPH), irritability and dizziness (LDX only), and increased heart rate (OROS-MPH only) in the forced-dose study and decreased appetite, decreased weight, insomnia, and dizziness (LDX and OROS-MPH) and dry mouth and upper abdominal pain (LDX only) in the flexible-dose study. Mean ± standard deviation (SD) increases from baseline in vital signs (systolic and diastolic blood pressure, pulse) were observed in the forced-dose study [LDX 1.6 ± 9.65 and 3.3 ± 8.11 mmHg, 6.7 ± 12.78 beats per minute (bpm); OROS-MPH 2.6 ± 10.15 and 3.3 ± 9.13 mmHg, 7.6 ± 12.47 bpm] and the flexible-dose study (LDX 2.4 ± 9.46 and 2.8 ± 8.41 mmHg, 4.7 ± 11.82 bpm; OROS-MPH 0.4 ± 9.90 and 2.2 ± 8.64 mmHg, 6.0 ± 10.52 bpm) at the last on-treatment assessment.

ABSTRACT.CONCLUSIONS.
LDX was superior to OROS-MPH in adolescents with ADHD in the forced-dose but not the flexible-dose study. Safety and tolerability for both medications was consistent with previous studies. These findings underscore the robust acute efficacy of both psychostimulant classes in treating adolescents with ADHD.

ABSTRACT.CLINICALTRIALS.GOV REGISTRY NUMBERS.
NCT01552915 and NCT01552902.

ABSTRACT.ELECTRONIC SUPPLEMENTARY MATERIAL.
The online version of this article (doi:10.1007/s40263-017-0468-2) contains supplementary material, which is available to authorized users.",TEST,28980198,5730627,"Randomized, Double-Blind, Placebo-Controlled Acute Comparator Trials of Lisdexamfetamine and Extended-Release Methylphenidate in Adolescents With Attention-Deficit/Hyperactivity Disorder.",,,,
96,"ABSTRACT.BACKGROUND.
Many drug users present to primary care requesting detoxification from illicit opiates. There are a number of detoxification agents but no recommended drug of choice. The purpose of this study is to compare buprenorphine with dihydrocodeine for detoxification from illicit opiates in primary care.

ABSTRACT.METHODS.
Open label randomised controlled trial in NHS Primary Care (General Practices), Leeds, UK. Sixty consenting adults using illicit opiates received either daily sublingual buprenorphine or daily oral dihydrocodeine. Reducing regimens for both interventions were at the discretion of prescribing doctor within a standard regimen of not more than 15 days. Primary outcome was abstinence from illicit opiates at final prescription as indicated by a urine sample. Secondary outcomes during detoxification period and at three and six months post detoxification were recorded.

ABSTRACT.RESULTS.
Only 23% completed the prescribed course of detoxification medication and gave a urine sample on collection of their final prescription. Risk of non-completion of detoxification was reduced if allocated buprenorphine (68% vs 88%, RR 0.58 CI 0.35–0.96, p = 0.065). A higher proportion of people allocated to buprenorphine provided a clean urine sample compared with those who received dihydrocodeine (21% vs 3%, RR 2.06 CI 1.33–3.21, p = 0.028). People allocated to buprenorphine had fewer visits to professional carers during detoxification and more were abstinent at three months (10 vs 4, RR 1.55 CI 0.96–2.52) and six months post detoxification (7 vs 3, RR 1.45 CI 0.84–2.49).

ABSTRACT.CONCLUSION.
Informative randomised trials evaluating routine care within the primary care setting are possible amongst drug using populations. This small study generates unique data on commonly used treatment regimens.",TEST,17210079,1774569,Buprenorphine versus dihydrocodeine for opiate detoxification in primary care: a randomised controlled trial.,,,,
97,"ABSTRACT.
There continues to be a need for improved medical management of diabetes patients with hypertension in primary care. While several care models have shown effectiveness in achieving various outcomes among these patients, it remains unclear what care model is most effective in improving blood pressure control in primary care. In this prospective study, 54 patients with type 2 diabetes mellitus and blood pressure of &gt;140/90 identified through the registry, were randomized into three groups. Group A attended a nurse educator-conducted class on diabetes and hypertension, group B attended the same class and was asked to monitor their home blood pressure using provided device, and group C served as control (usual care). Of the 24 subjects who completed the study, only 20% achieved the target blood pressure of &lt;130/80 and there was no statistical difference in mean systolic and diastolic blood pressures among the three groups (p &gt; 0.05). Efforts to intensify management of hypertension among type 2 diabetes patients did not result in better blood pressure control compared to usual care. Studies looking into factors which limit patients' participation in group classes and determining patients' preferences in disease management would be helpful in ensuring success of any chronic disease management program.",TEST,19756162,2742700,Effects of efforts to intensify management on blood pressure control among patients with type 2 diabetes mellitus and hypertension: a pilot study.,,,,
98,"ABSTRACT.OBJECTIVE.
To test the hypothesis that replacement of sucrose with isomaltulose in sweet foods and beverages improves metabolic control in patients with type 2 diabetes.

ABSTRACT.RESEARCH DESIGN AND METHODS.
One hundred ten patients with type 2 diabetes were randomized to receive sweet foods containing either 50 g/day isomaltulose or sucrose for 12 weeks as part of their habitual diet under free-living conditions. HbA1c at 12 weeks was the primary outcome parameter.

ABSTRACT.RESULTS.
In the final analysis comprising 101 patients, isomaltulose did not significantly affect HbA1c at 12 weeks (sucrose: 7.39 ± 0.78%; isomaltulose: 7.24 ± 0.76%; regression coefficient [b]: 0.02 [95% CI: −0.21 to 0.25], P = 0.844). Triglycerides at 12 weeks were significantly lower in the isomaltulose versus the sucrose group (b: 34.01 [6.59–61.44], P = 0.016). Other secondary parameters did not significantly differ between groups.

ABSTRACT.CONCLUSIONS.
Isomaltulose did not influence glycemic control assessed as HbA1c in type 2 diabetes under free-living conditions but was associated with lower triglyceride levels.",TEST,22492584,3357231,Metabolic effects of replacing sucrose by isomaltulose in subjects with type 2 diabetes: a randomized double-blind trial.,,,,
99,"ABSTRACT.
This study is a randomized prospective study comparing two fracture fixation implants, the extramedullary sliding hip screw (SHS) and the dual lag screw cephalomedullary nail, in the treatment of intertrochanteric femoral fractures in the elderly. One hundred and sixty-five patients with low-energy intertrochanteric fractures, classified as AO/OTA 31A, were prospectively included during a 2-year period (2005–2006). Patients were randomized into two groups: group A included 79 hip fractures managed with sliding hip screws and group B included 86 fractures treated with cephalomedullary nails. Delay to surgery, duration of surgery, time of fluoroscopy, total hospital stay, implant-related complications, transfusion requirements, re-operation details, functional recovery, and mortality were recorded. The mean follow-up was 36 months (24–56 months). The mean surgical time was statistically significantly shorter and fluoroscopy time longer for the group B. No intraoperative femoral shaft fractures occurred. There was no statistically significant difference in the functional recovery score, reoperation, and mortality rates between the 2 groups. A new type of complication, the so-called Z-effect phenomenon, was noticed in the cephalomedullary nail group. There are no statistically significant differences between the two techniques in terms of type and rate of complications, functional outcome, reoperation and mortality rates when comparing the SHS and the cephalomedullary nail for low-energy AO/OTA 31A intertrochanteric fractures. Our data do not support recommendations for the use of one implant over the other.",TEST,23086659,3482439,Dual lag screw cephalomedullary nail versus the classic sliding hip screw for the stabilization of intertrochanteric fractures. A prospective randomized study.,,,,
100,"ABSTRACT.INTRODUCTION:
In a previous pooled analysis of 19 double-blind clinical studies conducted by Merck, which included data available as of July 2009 on 10,246 patients with type 2 diabetes (T2DM), treatment with sitagliptin was shown to be generally well tolerated compared with treatment with control agents. As the sitagliptin clinical development program continues, additional studies with sitagliptin have been completed. The present analysis updates the safety and tolerability assessment of sitagliptin by examining pooled data from 25 double-blind clinical studies.

ABSTRACT.METHODS:
The present analysis included data from 14,611 patients in 25 studies with T2DM who received either sitagliptin 100 mg/day (n = 7,726; sitagliptin group) or a comparator agent (n = 6,885; non-exposed group). These studies represent all randomized, double-blind trials conducted by Merck that included patients treated with the usual clinical dose of sitagliptin (100 mg/day) for between 12 weeks and 2 years, and for which results were available as of December 2011. These studies assessed sitagliptin, versus comparator agents, taken as monotherapy, initial combination therapy with metformin or pioglitazone, or as add-on combination therapy with other antihyperglycemic agents (metformin, pioglitazone, a sulfonylurea ± metformin, insulin ± metformin, or metformin + pioglitazone or rosiglitazone). Patient-level data from each study were used to evaluate between-group differences in the exposure-adjusted incidence rates of adverse events (AEs).

ABSTRACT.RESULTS:
Overall incidence rates of AEs and drug-related AEs were higher in the non-exposed group compared with the sitagliptin group. Incidence rates of specific AEs were generally similar between the two groups, except for higher incidence rates of hypoglycemia related to the greater use of a sulfonylurea and diarrhea related to the greater use of metformin in the non-exposed group, and of constipation in the sitagliptin group. Treatment with sitagliptin was not associated with an increased risk of major adverse cardiovascular events, malignancy, or pancreatitis.

ABSTRACT.CONCLUSION:
In this updated pooled safety analysis of data from 14,611 patients with T2DM, sitagliptin 100 mg/day was generally well tolerated in clinical trials of up to 2 years in duration.",TEST,23700194,3687098,Safety and tolerability of sitagliptin in type 2 diabetes: pooled analysis of 25 clinical studies.,,,,
101,"ABSTRACT.BACKGROUND:.
The conduct of clinical trials should be an integral part of routine patient care. Treating patients in trials incurs additional costs over and above standard of care (SOC), but the extent of the cost burden is not known. We undertook a retrospective cost attribution analysis to quantitate the treatment costs associated with cancer clinical trial protocols conducted over a 2 year period.

ABSTRACT.METHODS:.
All patients entered into oncology (non-haematology) clinical trials involving investigational medicinal products in 2009 and 2010 in a single UK institution were identified. The trial protocols on which they were treated were analysed to identify the treatment costs for the experimental arm(s) of the trial and the equivalent SOC had the patient not been entered in the trial. The treatment cost difference was calculated by subtracting the experimental treatment cost from SOC cost. For randomised trials, an average treatment cost was estimated by taking into account the number of arms and randomisation ratio. An estimate of the annual treatment costs was calculated.

ABSTRACT.RESULTS:.
A total of 357 adult oncology patients were treated on 53 different trial protocols: 40 phase III, 2 randomised II/III and 11 phase II design. A total of 27 trials were academic, non-commercial sponsored trials and 26 were commercial sponsored trials. When compared with SOC, the average treatment cost per patient was an excess of £431 for a non-commercial trial (range £6393 excess to £6005 saving) and a saving of £9294 for a commercial trial (range £0 to £71 480). There was an overall treatment cost saving of £388 719 in 2009 and £496 556 in 2010, largely attributable to pharmaceutical company provision of free drug supplies.

ABSTRACT.CONCLUSION:.
On an average, non-commercial trial protocols were associated with a small per patient excess treatment cost, whereas commercial trials were associated with a substantially higher cost saving. Taking into account the total number of patients recruited annually, treatment of patients on clinical trial protocols was associated with considerable cost savings across both the non-commercial and commercial portfolio.",TEST,24064969,3798949,Treatment costs associated with interventional cancer clinical trials conducted at a single UK institution over 2 years (2009-2010).,,,,
102,"ABSTRACT.BACKGROUND.
The purpose of this study was to examine the effect of mental clinical nursing pathways on suicidal ideation and life quality of patients with malignant tumors.

ABSTRACT.METHODS.
Two hundred patients with malignant tumors were randomly divided into a study group and a control group, with 100 patients in each group. During the treatment, patients in the study group received mental clinical nursing pathway care, while those in the control group were given the usual nursing care, such as timely inspection, nurse's reactions to patient's behavior, and execution of medical orders. Thereafter, the ""self-rating idea of suicide scale"" and Karnofsky Performance Status (KPS) were used to compare the differences in the suicidal ideation of patients with malignant tumors between the two groups before and after the treatment.

ABSTRACT.RESULTS.
There were no statistical differences in the scores of despair factor, optimistic factor, sleep factor, and cover factor between the two groups before the treatment (P&gt;0.05). After different styles of nursing, the former four factors of patients in the study group were significantly lower than those in the control group (P&lt;0.01), while there were no significant differences in the score of cover factor between the two groups (P&gt;0.05). The KPS of patients receiving mental clinical nursing pathway care was higher than those receiving usual nursing care, and there was a statistical significant difference between the two groups (P&lt;0.01). Interestingly, the patients' suicidal ideation scale was negatively correlated with KPS (r =−0.29, P&lt;0.05).

ABSTRACT.CONCLUSION.
For individuals diagnosed with a malignant tumor, using a mental health clinical nursing pathway can effectively decrease the degree of suicidal ideation and positively impact the quality of life.",TEST,25525342,4262215,The interference in the suicide ideation of patients with malignant tumors by mental clinical nursing pathway.,,,,
103,"ABSTRACT.BACKGROUND:
Obesity has become a great problem all over the world. We repeatedly screened to find an effective food to treat obesity and discovered that rosehip extract shows potent anti-obesity effects. Investigations in mice have demonstrated that rosehip extract inhibits body weight gain and decreases visceral fat. Thus, the present study examined the effect of rosehip extract on human body fat in preobese subjects.

ABSTRACT.METHODS:
We conducted a 12-week, single-center, double-blind, randomized, placebo-controlled study of 32 subjects who had a body mass index of ≥25 but &lt;30. The subjects were assigned to two random groups, and they received one tablet of placebo or rosehip that contained 100 mg of rosehip extract once each day for 12 weeks with no dietary intervention. Abdominal fat area and body fat percent were measured as primary outcomes. The other outcomes were body weight and body mass index.

ABSTRACT.RESULTS:
Abdominal total fat area, abdominal visceral fat area, body weight, and body mass index decreased significantly in the rosehip group at week 12 compared with their baseline levels (P&lt;0.01) after receiving the rosehip tablet intake, and the decreases in these parameters were significantly higher when compared with those in the placebo group. Additionally, body fat percent tended to decrease compared with the placebo group and their baseline level. Moreover, the abdominal subcutaneous fat area was significantly lower in the rosehip group than in the placebo group at week 12 after the initiation of intake (P&lt;0.05). In addition, there were no abnormalities, subjective symptoms, and findings that may indicate clinical problems during the study period.

ABSTRACT.CONCLUSION:
These results suggest that rosehip extract may be a good candidate food material for preventing obesity.",TEST,25834460,4358417,"Daily intake of rosehip extract decreases abdominal visceral fat in preobese subjects: a randomized, double-blind, placebo-controlled clinical trial.",,,,
